curves
4474	4	(-6.3670999999999998, 53.340299999999999) (-6.3674499999999998, 53.340400000000002) (-6.3674499999999998, 53.340400000000002) (-6.3674499999999998, 53.340400000000002)
2809	1	(-6.11998, 53.188999999999993)
3842	6	(-6.2581699999999998, 53.357199999999999) (-6.2580999999999998, 53.357199999999999) (-6.2580999999999998, 53.357300000000002) (-6.2580999999999998, 53.357300000000002) (-6.2580800000000005, 53.357199999999999) (-6.2580800000000005, 53.357199999999999)
6430	1	(-6.2953000000000001, 53.353999999999999)
6237	4	(-6.2252999999999998, 53.391399999999997) (-6.1526300000000003, 53.390300000000003) (-6.2242800000000003, 53.390300000000003) (-6.1530199999999997, 53.389800000000001)
7187	4	(-6.2256499999999999, 53.391399999999997) (-6.2256499999999999, 53.391399999999997) (-6.2227699999999997, 53.392099999999999) (-6.2785299999999999, 53.4178)
4302	1	(-6.2577800000000003, 53.349299999999999)
7226	1	(-6.1013000000000002, 53.204900000000002)
3142	2	(-6.2639300000000002, 53.352499999999999) (-6.1345900000000002, 53.294699999999999)
6533	1	(-6.2920099999999994, 53.346800000000002)
317	1	(-6.2558800000000003, 53.3491)
5681	1	(-6.2984999999999998, 53.389600000000002)
1323	3	(-6.21807, 53.305500000000002) (-6.21807, 53.305500000000002) (-6.21807, 53.305500000000002)
2160	4	(-6.3112000000000004, 53.3735) (-6.3112000000000004, 53.3735) (-6.3112000000000004, 53.3735) (-6.3112000000000004, 53.3735)
4720	3	(-6.2583299999999999, 53.357100000000003) (-6.2583199999999994, 53.357100000000003) (-6.2583000000000002, 53.357100000000003)
5969	4	(-6.25779, 53.3491) (-6.25779, 53.3491) (-6.25779, 53.3491) (-6.2576300000000007, 53.3491)
7407	2	(-6.2479800000000001, 53.3384) (-6.2498300000000002, 53.338900000000002)
136	3	(-6.2706, 53.308) (-6.2726300000000004, 53.309399999999997) (-6.2462400000000002, 53.292700000000004)
4994	2	(-6.2444499999999996, 53.330599999999997) (-6.2179099999999998, 53.305500000000002)
6676	5	(-6.1184799999999999, 53.500100000000003) (-6.1183500000000004, 53.5) (-6.1183500000000004, 53.5) (-6.1183500000000004, 53.5) (-6.1184699999999994, 53.500100000000003)
7013	3	(-6.2285500000000003, 53.368899999999996) (-6.2498199999999997, 53.356999999999999) (-6.22776, 53.368699999999997)
1185	2	(-6.2270300000000001, 53.349499999999999) (-6.2270300000000001, 53.349499999999999)
1555	2	(-6.4316800000000001, 53.295200000000001) (-6.4272199999999993, 53.291200000000003)
5756	1	(-6.43363, 53.391199999999998)
4697	1	(-6.2577800000000003, 53.357199999999999)
1344	3	(-6.2343699999999993, 53.345100000000002) (-6.2343800000000007, 53.345100000000002) (-6.2343800000000007, 53.345100000000002)
6965	1	(-6.33148, 53.321599999999997)
1976	1	(-6.1938699999999995, 53.235799999999998)
3133	2	(-6.1573199999999995, 53.280799999999999) (-6.1631199999999993, 53.278799999999997)
811	1	(-6.1019600000000001, 53.203899999999997)
2048	1	(-6.3344699999999996, 53.306999999999995)
2206	1	(-6.2549999999999999, 53.348199999999999)
3906	1	(-6.1353499999999999, 53.168700000000001)
363	2	(-6.24207, 53.428100000000001) (-6.2420800000000005, 53.428100000000001)
2261	1	(-6.2568299999999999, 53.347999999999999)
7102	1	(-6.1827199999999998, 53.396599999999999)
419	1	(-6.2557400000000003, 53.338200000000001)
693	3	(-6.3269000000000002, 53.377299999999998) (-6.3233699999999997, 53.376800000000003) (-6.3282099999999994, 53.377200000000002)
6319	1	(-6.2976700000000001, 53.351700000000001)
5550	3	(-6.1334499999999998, 53.295099999999998) (-6.1334499999999998, 53.295099999999998) (-6.1334499999999998, 53.295099999999998)
3443	1	(-6.2553999999999998, 53.348199999999999)
5705	5	(-6.2987199999999994, 53.389299999999999) (-6.2987000000000002, 53.389299999999999) (-6.2986800000000001, 53.389200000000002) (-6.2986800000000001, 53.389200000000002) (-6.2986800000000001, 53.389200000000002)
3009	1	(-6.3956499999999998, 53.352600000000002)
7322	3	(-6.2466499999999998, 53.332599999999999) (-6.2466499999999998, 53.332500000000003) (-6.2466499999999998, 53.332500000000003)
3426	1	(-6.2567300000000001, 53.347999999999999)
5423	3	(-6.4070800000000006, 53.286299999999997) (-6.4068699999999996, 53.2866) (-6.4018800000000002, 53.279200000000003)
6127	4	(-6.2168199999999993, 53.276200000000003) (-6.2168199999999993, 53.276200000000003) (-6.2168199999999993, 53.276200000000003) (-6.20777, 53.276699999999998)
219	2	(-6.2295199999999999, 53.4251) (-6.2295199999999999, 53.4251)
7029	2	(-6.2432800000000004, 53.360799999999998) (-6.2310300000000005, 53.369799999999998)
3311	2	(-6.1346999999999996, 53.294800000000002) (-6.1362899999999998, 53.292400000000001)
3980	3	(-6.2950699999999999, 53.346600000000002) (-6.2950699999999999, 53.346600000000002) (-6.2950699999999999, 53.346600000000002)
3205	3	(-6.2976599999999996, 53.351599999999998) (-6.2969099999999996, 53.352899999999998) (-6.2970800000000002, 53.351100000000002)
7467	1	(-6.2170000000000005, 53.306600000000003)
